File,Class
1_1.mat,0.00122834
1_2.mat,0.00272799
1_3.mat,0.00134657
1_4.mat,0.00224800
1_5.mat,0.01006394
1_6.mat,0.05555423
1_7.mat,0.01049077
1_8.mat,0.01936235
1_9.mat,0.00578839
1_10.mat,0.00341750
1_11.mat,0.03801013
1_12.mat,0.00423929
1_13.mat,0.02391548
1_14.mat,0.10703672
1_15.mat,0.00337306
1_16.mat,0.00102610
1_17.mat,0.00266731
1_18.mat,0.00552170
1_19.mat,0.02984208
1_20.mat,0.01744219
1_21.mat,0.01440882
1_22.mat,0.00016327
1_23.mat,0.09216353
1_24.mat,0.00514165
1_25.mat,0.22751936
1_26.mat,0.05684345
1_27.mat,0.00140004
1_28.mat,0.00459868
1_29.mat,0.04887311
1_30.mat,0.00424782
1_31.mat,0.02637987
1_32.mat,0.06306547
1_33.mat,0.03418659
1_34.mat,0.05419471
1_35.mat,0.00054577
1_36.mat,0.00285139
1_37.mat,0.04682377
1_38.mat,0.00070191
1_39.mat,0.00271189
1_40.mat,0.01168279
1_41.mat,0.00053204
1_42.mat,0.00479942
1_43.mat,0.00141696
1_44.mat,0.02887255
1_45.mat,0.00893167
1_46.mat,0.06600017
1_47.mat,0.00131650
1_48.mat,0.02032481
1_49.mat,0.02883477
1_50.mat,0.00174459
1_51.mat,0.13343745
1_52.mat,0.00124025
1_53.mat,0.00295602
1_54.mat,0.00870528
1_55.mat,0.04662563
1_56.mat,0.02943603
1_57.mat,0.04099740
1_58.mat,0.00453759
1_59.mat,0.00137581
1_60.mat,0.00096932
1_61.mat,0.08758471
1_62.mat,0.00165986
1_63.mat,0.14836471
1_64.mat,0.00054579
1_65.mat,0.00037538
1_66.mat,0.02184316
1_67.mat,0.00169568
1_68.mat,0.01570927
1_69.mat,0.00043393
1_70.mat,0.00079398
1_71.mat,0.09930111
1_72.mat,0.09483070
1_73.mat,0.08850724
1_74.mat,0.01083730
1_75.mat,0.00440260
1_76.mat,0.12661114
1_77.mat,0.00293917
1_78.mat,0.00064619
1_79.mat,0.00714351
1_80.mat,0.00122884
1_81.mat,0.03703224
1_82.mat,0.10079657
1_83.mat,0.00788530
1_84.mat,0.08018357
1_85.mat,0.00086972
1_86.mat,0.22520071
1_87.mat,0.06381973
1_88.mat,0.06828965
1_89.mat,0.11428791
1_90.mat,0.08074414
1_91.mat,0.00302024
1_92.mat,0.00072924
1_93.mat,0.00992022
1_94.mat,0.03979100
1_95.mat,0.01946336
1_96.mat,0.00655664
1_97.mat,0.28888187
1_98.mat,0.00006262
1_99.mat,0.00011224
1_100.mat,0.01757133
1_101.mat,0.14680524
1_102.mat,0.00867722
1_103.mat,0.00190316
1_104.mat,0.02075851
1_105.mat,0.00858643
1_106.mat,0.00548546
1_107.mat,0.06894229
1_108.mat,0.14986104
1_109.mat,0.04922811
