File,Class
1_1.mat,0.00000000
1_2.mat,0.00000004
1_3.mat,0.00000070
1_4.mat,0.00000165
1_5.mat,0.00000021
1_6.mat,0.02029942
1_7.mat,0.92582881
1_8.mat,0.00000000
1_9.mat,0.00000000
1_10.mat,0.00016368
1_11.mat,0.00001161
1_12.mat,0.00000000
1_13.mat,0.55767298
1_14.mat,0.86111438
1_15.mat,0.00000288
1_16.mat,0.00000000
1_17.mat,0.00000000
1_18.mat,0.00000000
1_19.mat,0.14073576
1_20.mat,0.95333326
1_21.mat,0.99281901
1_22.mat,0.00000007
1_23.mat,0.00000334
1_24.mat,0.00000027
1_25.mat,0.05205372
1_26.mat,0.00870889
1_27.mat,0.03383458
1_28.mat,0.00000002
1_29.mat,0.00000000
1_30.mat,0.00003075
1_31.mat,0.00252605
1_32.mat,0.08414181
1_33.mat,0.00044658
1_34.mat,0.00000000
1_35.mat,0.00000000
1_36.mat,0.00000002
1_37.mat,0.99187183
1_38.mat,0.00000663
1_39.mat,0.00568751
1_40.mat,0.00000000
1_41.mat,0.72068948
1_42.mat,0.00000441
1_43.mat,0.00000000
1_44.mat,0.05101590
1_45.mat,0.04091159
1_46.mat,0.53021842
1_47.mat,0.00000283
1_48.mat,0.64350694
1_49.mat,0.92073810
1_50.mat,0.49516395
1_51.mat,0.04468580
1_52.mat,0.00000000
1_53.mat,0.00000000
1_54.mat,0.00000000
1_55.mat,0.02431925
1_56.mat,0.00000000
1_57.mat,0.00007909
1_58.mat,0.01707310
1_59.mat,0.00000000
1_60.mat,0.00006173
1_61.mat,0.01231215
1_62.mat,0.00726935
1_63.mat,0.03183357
1_64.mat,0.00001535
1_65.mat,0.00000001
1_66.mat,0.74616128
1_67.mat,0.00000170
1_68.mat,0.37593633
1_69.mat,0.00000000
1_70.mat,0.00000000
1_71.mat,0.00002411
1_72.mat,0.00001033
1_73.mat,0.91305900
1_74.mat,0.00000037
1_75.mat,0.01906435
1_76.mat,0.38276473
1_77.mat,0.00000000
1_78.mat,0.00000005
1_79.mat,0.00082721
1_80.mat,0.00000006
1_81.mat,0.01717957
1_82.mat,0.12538658
1_83.mat,0.99893683
1_84.mat,0.94986957
1_85.mat,0.58283168
1_86.mat,0.01799337
1_87.mat,0.00102839
1_88.mat,0.00004436
1_89.mat,0.04898519
1_90.mat,0.23821585
1_91.mat,0.00004304
1_92.mat,0.00000000
1_93.mat,0.65509206
1_94.mat,0.00635688
1_95.mat,0.00450452
1_96.mat,0.00000000
1_97.mat,0.05205372
1_98.mat,0.00000000
1_99.mat,0.00000001
1_100.mat,0.48016685
1_101.mat,0.00000242
1_102.mat,0.66515619
1_103.mat,0.00038557
1_104.mat,0.00411669
1_105.mat,0.00028807
1_106.mat,0.00495078
1_107.mat,0.00096934
1_108.mat,0.00000101
1_109.mat,0.64920086
1_110.mat,0.05205372
1_111.mat,0.95195204
1_112.mat,0.03649018
1_113.mat,0.00000017
1_114.mat,0.00000000
1_115.mat,0.00479317
1_116.mat,0.00457093
1_117.mat,0.00000590
1_118.mat,0.99515802
1_119.mat,0.02985785
1_120.mat,0.03193645
1_121.mat,0.00000001
1_122.mat,0.91655707
1_123.mat,0.00089695
1_124.mat,0.86594075
1_125.mat,0.00000021
1_126.mat,0.18046114
1_127.mat,0.00000011
1_128.mat,0.00000002
1_129.mat,0.00042982
1_130.mat,0.05205372
1_131.mat,0.00101724
1_132.mat,0.05205372
1_133.mat,0.00247947
1_134.mat,0.03011145
1_135.mat,0.00000005
1_136.mat,0.00000082
1_137.mat,0.00033386
1_138.mat,0.00000000
1_139.mat,0.01365379
1_140.mat,0.00003233
1_141.mat,0.99964869
1_142.mat,0.00036427
1_143.mat,0.01776145
1_144.mat,0.00041704
1_145.mat,0.00000009
1_146.mat,0.28033787
1_147.mat,0.00000010
1_148.mat,0.17053704
1_149.mat,0.04231116
1_150.mat,0.05810640
1_151.mat,0.00002230
1_152.mat,0.00843527
1_153.mat,0.00000146
1_154.mat,0.00000027
1_155.mat,0.05205372
1_156.mat,0.00000000
1_157.mat,0.01904803
1_158.mat,0.00000341
1_159.mat,0.01136966
1_160.mat,0.00000020
1_161.mat,0.00000006
1_162.mat,0.97724479
1_163.mat,0.00078983
1_164.mat,0.00027007
1_165.mat,0.77582532
1_166.mat,0.95454246
1_167.mat,0.00569460
1_168.mat,0.00000000
1_169.mat,0.06832222
1_170.mat,0.00029308
1_171.mat,0.00000036
1_172.mat,0.01492703
1_173.mat,0.00005388
1_174.mat,0.00000000
1_175.mat,0.00185756
1_176.mat,0.00003401
1_177.mat,0.00099920
1_178.mat,0.00444430
1_179.mat,0.00000003
1_180.mat,0.06987002
1_181.mat,0.00177142
1_182.mat,0.00255306
1_183.mat,0.00000043
1_184.mat,0.01139918
1_185.mat,0.00252090
