File,Class
1_1.mat,0.10107662
1_2.mat,0.09887777
1_3.mat,0.10443956
1_4.mat,0.08978314
1_5.mat,0.11688253
1_6.mat,0.12243310
1_7.mat,0.14024951
1_8.mat,0.14024951
1_9.mat,0.14024951
1_10.mat,0.14024951
1_11.mat,0.14024951
1_12.mat,0.09570362
1_13.mat,0.14024951
1_14.mat,0.14024951
1_15.mat,0.14024951
1_16.mat,0.14024951
1_17.mat,0.07088726
1_18.mat,0.12026988
1_19.mat,0.10270184
1_20.mat,0.14024951
1_21.mat,0.14024951
1_22.mat,0.14024951
1_23.mat,0.13583012
1_24.mat,0.14024951
1_25.mat,0.11291184
1_26.mat,0.14024951
1_27.mat,0.12288618
1_28.mat,0.14024951
1_29.mat,0.14024951
1_30.mat,0.08466689
1_31.mat,0.14024951
1_32.mat,0.13341497
1_33.mat,0.14024951
1_34.mat,0.10757695
1_35.mat,0.14024951
1_36.mat,0.14024951
1_37.mat,0.11469983
1_38.mat,0.10576683
1_39.mat,0.05301180
1_40.mat,0.13876477
1_41.mat,0.13877653
1_42.mat,0.14024951
1_43.mat,0.13424763
1_44.mat,0.14024951
1_45.mat,0.14024951
1_46.mat,0.14024951
1_47.mat,0.09593449
1_48.mat,0.14024951
1_49.mat,0.14024951
1_50.mat,0.14024951
1_51.mat,0.06784756
1_52.mat,0.13859083
1_53.mat,0.14024951
1_54.mat,0.11746429
1_55.mat,0.13976584
1_56.mat,0.04969621
1_57.mat,0.14025065
1_58.mat,0.14024951
1_59.mat,0.14024951
1_60.mat,0.14024951
1_61.mat,0.14027511
1_62.mat,0.14026795
1_63.mat,0.10599339
1_64.mat,0.14024951
1_65.mat,0.11378058
1_66.mat,0.14024951
1_67.mat,0.12853491
1_68.mat,0.14024951
1_69.mat,0.14024951
1_70.mat,0.14024951
1_71.mat,0.07520375
1_72.mat,0.10496414
1_73.mat,0.14024951
1_74.mat,0.11941280
1_75.mat,0.14024951
1_76.mat,0.08027867
1_77.mat,0.11169648
1_78.mat,0.14024951
1_79.mat,0.10770642
1_80.mat,0.11020561
1_81.mat,0.11553749
1_82.mat,0.14024951
1_83.mat,0.14024951
1_84.mat,0.05161932
1_85.mat,0.05969443
1_86.mat,0.14024951
1_87.mat,0.14024951
1_88.mat,0.07033645
1_89.mat,0.12196171
1_90.mat,0.12329125
1_91.mat,0.07394711
1_92.mat,0.14024951
1_93.mat,0.09497472
1_94.mat,0.09091085
1_95.mat,0.08835145
1_96.mat,0.05799820
1_97.mat,0.14024951
1_98.mat,0.10444316
1_99.mat,0.05322126
1_100.mat,0.14024951
1_101.mat,0.14024951
1_102.mat,0.14024951
1_103.mat,0.14024951
1_104.mat,0.14024951
1_105.mat,0.14024951
1_106.mat,0.13593435
1_107.mat,0.09626804
1_108.mat,0.13917869
1_109.mat,0.13910930
1_110.mat,0.14024951
1_111.mat,0.14024951
1_112.mat,0.10979890
1_113.mat,0.14024951
1_114.mat,0.14024951
1_115.mat,0.14024951
1_116.mat,0.14024951
1_117.mat,0.14024951
1_118.mat,0.14024951
1_119.mat,0.06414828
1_120.mat,0.14024951
1_121.mat,0.13741852
1_122.mat,0.09235484
1_123.mat,0.14024951
1_124.mat,0.13631454
1_125.mat,0.10511572
1_126.mat,0.11438043
1_127.mat,0.14024951
1_128.mat,0.14024951
1_129.mat,0.14024951
1_130.mat,0.12716028
1_131.mat,0.14024951
1_132.mat,0.14024951
1_133.mat,0.09396348
1_134.mat,0.11683008
1_135.mat,0.13270253
1_136.mat,0.14024951
1_137.mat,0.14024951
1_138.mat,0.11986273
1_139.mat,0.14024951
1_140.mat,0.08100172
1_141.mat,0.14024951
1_142.mat,0.08900009
1_143.mat,0.14024951
1_144.mat,0.13961425
1_145.mat,0.14024951
1_146.mat,0.14024951
1_147.mat,0.14024951
1_148.mat,0.14024951
1_149.mat,0.13844502
1_150.mat,0.14024951
1_151.mat,0.14024951
1_152.mat,0.14024951
1_153.mat,0.14024951
1_154.mat,0.08897587
1_155.mat,0.14024951
1_156.mat,0.12756270
1_157.mat,0.14024951
1_158.mat,0.14024951
1_159.mat,0.12457600
1_160.mat,0.14024951
1_161.mat,0.10588284
1_162.mat,0.14024951
1_163.mat,0.11429699
1_164.mat,0.13618174
1_165.mat,0.14024951
1_166.mat,0.14024951
1_167.mat,0.10425734
1_168.mat,0.11139225
1_169.mat,0.09040643
1_170.mat,0.12473712
1_171.mat,0.14024989
1_172.mat,0.13925280
1_173.mat,0.14024951
1_174.mat,0.14024951
1_175.mat,0.11583285
1_176.mat,0.14024951
1_177.mat,0.11321978
1_178.mat,0.13355541
1_179.mat,0.06836696
1_180.mat,0.14024951
1_181.mat,0.14024951
1_182.mat,0.14024951
1_183.mat,0.14024951
1_184.mat,0.14024951
1_185.mat,0.14024951
1_186.mat,0.04428666
1_187.mat,0.14022544
1_188.mat,0.10267007
1_189.mat,0.13917910
1_190.mat,0.12975557
1_191.mat,0.14024951
1_192.mat,0.13953204
1_193.mat,0.14024951
1_194.mat,0.14024951
1_195.mat,0.14024951
1_196.mat,0.04432266
1_197.mat,0.04619892
1_198.mat,0.14024951
1_199.mat,0.14024951
1_200.mat,0.12122133
1_201.mat,0.14024951
1_202.mat,0.07145279
1_203.mat,0.11612429
1_204.mat,0.06336299
1_205.mat,0.14024951
1_206.mat,0.14024951
1_207.mat,0.11145230
1_208.mat,0.14024951
1_209.mat,0.07632454
1_210.mat,0.09963968
1_211.mat,0.14024951
1_212.mat,0.14024951
1_213.mat,0.14024951
1_214.mat,0.09914181
1_215.mat,0.14024951
1_216.mat,0.11017660
1_217.mat,0.14024951
1_218.mat,0.11361736
1_219.mat,0.14024951
1_220.mat,0.14024951
1_221.mat,0.08414800
1_222.mat,0.14024951
1_223.mat,0.14024951
1_224.mat,0.14024951
1_225.mat,0.12201470
1_226.mat,0.14024951
1_227.mat,0.06388191
1_228.mat,0.09563860
1_229.mat,0.14024951
1_230.mat,0.14024951
1_231.mat,0.14024951
1_232.mat,0.11039859
1_233.mat,0.11531598
1_234.mat,0.14024951
1_235.mat,0.12221478
1_236.mat,0.09899370
1_237.mat,0.14024951
1_238.mat,0.12006418
1_239.mat,0.09738243
1_240.mat,0.14024951
1_241.mat,0.06898279
1_242.mat,0.12716001
1_243.mat,0.14024951
1_244.mat,0.09072147
1_245.mat,0.11444993
1_246.mat,0.14024951
1_247.mat,0.14023423
1_248.mat,0.12174466
1_249.mat,0.14007963
1_250.mat,0.14024951
1_251.mat,0.14024951
1_252.mat,0.14024951
1_253.mat,0.14024951
1_254.mat,0.09446475
1_255.mat,0.09628471
1_256.mat,0.13996269
1_257.mat,0.14024951
1_258.mat,0.14024951
1_259.mat,0.14024951
1_260.mat,0.06667721
1_261.mat,0.14024951
1_262.mat,0.09371840
1_263.mat,0.12800676
1_264.mat,0.14024951
1_265.mat,0.08372468
1_266.mat,0.07934760
1_267.mat,0.14024951
1_268.mat,0.08383211
1_269.mat,0.12026268
1_270.mat,0.14024951
1_271.mat,0.14024951
1_272.mat,0.02920829
1_273.mat,0.11347600
1_274.mat,0.12863716
1_275.mat,0.07266952
1_276.mat,0.05313833
1_277.mat,0.09728976
1_278.mat,0.12191921
1_279.mat,0.14024951
1_280.mat,0.14024951
1_281.mat,0.14024951
1_282.mat,0.12214952
1_283.mat,0.14024951
1_284.mat,0.14024951
1_285.mat,0.14024951
1_286.mat,0.07361645
1_287.mat,0.13972953
1_288.mat,0.08325800
1_289.mat,0.09914181
1_290.mat,0.14024951
1_291.mat,0.08906023
1_292.mat,0.14024951
1_293.mat,0.13399833
1_294.mat,0.14024951
1_295.mat,0.06231917
1_296.mat,0.10094067
1_297.mat,0.14024951
1_298.mat,0.12449611
1_299.mat,0.10193967
1_300.mat,0.14024951
1_301.mat,0.12983878
1_302.mat,0.09284874
1_303.mat,0.14024951
1_304.mat,0.14024951
1_305.mat,0.13464028
1_306.mat,0.12441562
1_307.mat,0.14024951
1_308.mat,0.07486010
1_309.mat,0.14024951
1_310.mat,0.14024951
1_311.mat,0.10237148
1_312.mat,0.10849060
1_313.mat,0.14024951
1_314.mat,0.13407320
1_315.mat,0.13847589
1_316.mat,0.13079947
1_317.mat,0.12454763
1_318.mat,0.13774364
1_319.mat,0.06965612
1_320.mat,0.14024951
1_321.mat,0.14024951
1_322.mat,0.08951777
1_323.mat,0.08823646
1_324.mat,0.14024951
1_325.mat,0.03693912
1_326.mat,0.14024951
1_327.mat,0.07142521
1_328.mat,0.06913358
1_329.mat,0.14024951
1_330.mat,0.14024951
1_331.mat,0.14024951
1_332.mat,0.14024951
1_333.mat,0.07668183
1_334.mat,0.04579885
1_335.mat,0.08154771
1_336.mat,0.12456935
1_337.mat,0.10596506
1_338.mat,0.09759471
1_339.mat,0.13593212
1_340.mat,0.14024951
1_341.mat,0.14024951
1_342.mat,0.14021860
1_343.mat,0.13923946
1_344.mat,0.13992032
1_345.mat,0.11001948
1_346.mat,0.08604258
1_347.mat,0.14019674
1_348.mat,0.09001096
1_349.mat,0.14024951
1_350.mat,0.14021789
1_351.mat,0.14024951
1_352.mat,0.14024951
1_353.mat,0.09982897
1_354.mat,0.14024951
1_355.mat,0.14024951
1_356.mat,0.14024951
1_357.mat,0.11386370
1_358.mat,0.14024951
1_359.mat,0.12475549
1_360.mat,0.14024951
1_361.mat,0.08085506
1_362.mat,0.14024951
1_363.mat,0.14024951
1_364.mat,0.14024951
1_365.mat,0.14005850
1_366.mat,0.14024951
1_367.mat,0.14020410
1_368.mat,0.14024951
1_369.mat,0.13120481
1_370.mat,0.14024951
1_371.mat,0.12992314
1_372.mat,0.14024951
1_373.mat,0.14024951
1_374.mat,0.13724267
1_375.mat,0.14024951
1_376.mat,0.05496050
1_377.mat,0.11853217
1_378.mat,0.14024951
1_379.mat,0.09916537
1_380.mat,0.13896738
1_381.mat,0.14024951
1_382.mat,0.14024951
1_383.mat,0.11040162
1_384.mat,0.14024951
1_385.mat,0.13620976
1_386.mat,0.14024951
1_387.mat,0.14024951
1_388.mat,0.14024951
1_389.mat,0.14024951
1_390.mat,0.14024951
1_391.mat,0.14024951
1_392.mat,0.13919961
1_393.mat,0.07522454
1_394.mat,0.14024951
1_395.mat,0.11198641
1_396.mat,0.13241915
1_397.mat,0.13966258
1_398.mat,0.14024951
1_399.mat,0.05661713
1_400.mat,0.04822113
1_401.mat,0.14024951
1_402.mat,0.14024951
1_403.mat,0.14024951
1_404.mat,0.14024951
1_405.mat,0.13999461
1_406.mat,0.10215153
1_407.mat,0.11740444
1_408.mat,0.07035845
1_409.mat,0.09525064
1_410.mat,0.14024951
1_411.mat,0.07044742
1_412.mat,0.13639933
1_413.mat,0.09125899
1_414.mat,0.14024951
1_415.mat,0.12106712
1_416.mat,0.09951908
1_417.mat,0.09046087
1_418.mat,0.12729697
1_419.mat,0.14024951
1_420.mat,0.14024951
1_421.mat,0.14024951
1_422.mat,0.07976411
1_423.mat,0.14024951
1_424.mat,0.14024951
1_425.mat,0.14024951
1_426.mat,0.14024951
1_427.mat,0.12588632
1_428.mat,0.11429890
1_429.mat,0.09081884
1_430.mat,0.14024951
1_431.mat,0.14024951
1_432.mat,0.14024951
1_433.mat,0.08048300
1_434.mat,0.06351437
1_435.mat,0.14024951
1_436.mat,0.14024951
1_437.mat,0.14024951
1_438.mat,0.09196121
1_439.mat,0.07405008
1_440.mat,0.03599975
1_441.mat,0.14024951
1_442.mat,0.14024951
1_443.mat,0.09205506
1_444.mat,0.11321617
1_445.mat,0.14024951
1_446.mat,0.04683338
1_447.mat,0.12179214
1_448.mat,0.12539007
1_449.mat,0.14024951
1_450.mat,0.10502201
1_451.mat,0.13378552
1_452.mat,0.05449081
1_453.mat,0.09804582
1_454.mat,0.14024951
1_455.mat,0.08605502
1_456.mat,0.10033924
1_457.mat,0.14013700
1_458.mat,0.14024951
1_459.mat,0.09583740
1_460.mat,0.14007100
1_461.mat,0.11773210
1_462.mat,0.13979146
1_463.mat,0.13625167
1_464.mat,0.06474617
1_465.mat,0.14024951
1_466.mat,0.08860914
1_467.mat,0.13987464
1_468.mat,0.12616159
1_469.mat,0.07801798
1_470.mat,0.12884550
1_471.mat,0.12556210
1_472.mat,0.14024951
1_473.mat,0.08133824
1_474.mat,0.14024951
1_475.mat,0.13899902
1_476.mat,0.14024951
1_477.mat,0.07416157
1_478.mat,0.14024951
1_479.mat,0.08376909
1_480.mat,0.10411758
1_481.mat,0.13537434
1_482.mat,0.13999698
1_483.mat,0.09193067
1_484.mat,0.14024951
1_485.mat,0.14024951
1_486.mat,0.14024951
1_487.mat,0.14024951
1_488.mat,0.14024951
1_489.mat,0.12073537
1_490.mat,0.13963057
1_491.mat,0.13331649
1_492.mat,0.14024951
1_493.mat,0.14024733
1_494.mat,0.14024951
1_495.mat,0.13941117
1_496.mat,0.09383818
1_497.mat,0.07669795
1_498.mat,0.14024951
1_499.mat,0.13984731
1_500.mat,0.14024951
1_501.mat,0.05971550
1_502.mat,0.11376164
1_503.mat,0.14024951
1_504.mat,0.14024951
1_505.mat,0.14024951
1_506.mat,0.06129412
1_507.mat,0.10213158
1_508.mat,0.14028586
1_509.mat,0.14024951
1_510.mat,0.14019760
1_511.mat,0.14024951
1_512.mat,0.14024951
1_513.mat,0.14024951
1_514.mat,0.14024979
1_515.mat,0.08444836
1_516.mat,0.14024951
1_517.mat,0.14024951
1_518.mat,0.05078396
1_519.mat,0.14024951
1_520.mat,0.12778187
1_521.mat,0.14016718
1_522.mat,0.08000979
1_523.mat,0.14024951
1_524.mat,0.07214685
1_525.mat,0.05448991
1_526.mat,0.14024109
1_527.mat,0.08325747
1_528.mat,0.06560518
1_529.mat,0.13965139
1_530.mat,0.12573509
1_531.mat,0.12086295
1_532.mat,0.14024951
1_533.mat,0.14024951
1_534.mat,0.14024951
1_535.mat,0.14024951
1_536.mat,0.14024951
1_537.mat,0.14024951
1_538.mat,0.14024951
1_539.mat,0.14024951
1_540.mat,0.14024951
1_541.mat,0.14024951
1_542.mat,0.07157120
1_543.mat,0.14024951
1_544.mat,0.14024951
1_545.mat,0.14024951
1_546.mat,0.14024951
1_547.mat,0.12501423
1_548.mat,0.09926584
1_549.mat,0.09042034
1_550.mat,0.14024951
1_551.mat,0.14024951
1_552.mat,0.07138986
1_553.mat,0.09310039
1_554.mat,0.14024951
1_555.mat,0.14024951
1_556.mat,0.14024951
1_557.mat,0.07459823
1_558.mat,0.14024951
1_559.mat,0.14024951
1_560.mat,0.14024951
1_561.mat,0.08110370
1_562.mat,0.14024951
1_563.mat,0.13386199
1_564.mat,0.14024951
1_565.mat,0.11968837
1_566.mat,0.14024951
1_567.mat,0.14024951
1_568.mat,0.14024951
1_569.mat,0.11834037
1_570.mat,0.14024951
1_571.mat,0.14024951
1_572.mat,0.14024951
1_573.mat,0.10413371
1_574.mat,0.11029139
1_575.mat,0.14024951
1_576.mat,0.14024951
1_577.mat,0.06024224
1_578.mat,0.14024951
1_579.mat,0.10076606
1_580.mat,0.14024951
1_581.mat,0.08065709
1_582.mat,0.09736607
1_583.mat,0.14024951
1_584.mat,0.07503772
1_585.mat,0.14024951
1_586.mat,0.08586620
1_587.mat,0.08970542
1_588.mat,0.11403489
1_589.mat,0.14024951
1_590.mat,0.13796985
1_591.mat,0.06865128
1_592.mat,0.07054509
1_593.mat,0.13676937
1_594.mat,0.14024951
1_595.mat,0.11291184
1_596.mat,0.06930666
1_597.mat,0.14024951
1_598.mat,0.14024951
1_599.mat,0.14024951
1_600.mat,0.10346601
1_601.mat,0.14024951
1_602.mat,0.14024951
1_603.mat,0.11203703
1_604.mat,0.09650370
1_605.mat,0.14024951
1_606.mat,0.14024951
1_607.mat,0.13687362
1_608.mat,0.13997051
1_609.mat,0.09347948
1_610.mat,0.14018108
1_611.mat,0.14024951
1_612.mat,0.14024951
1_613.mat,0.09654168
1_614.mat,0.05899169
1_615.mat,0.14024951
1_616.mat,0.11377831
1_617.mat,0.10825606
1_618.mat,0.03748300
1_619.mat,0.14024951
1_620.mat,0.05361499
1_621.mat,0.11291184
