File,Class
1_1.mat,0.07334778
1_2.mat,0.07353820
1_3.mat,0.07338925
1_4.mat,0.07337149
1_5.mat,0.07342937
1_6.mat,0.07399761
1_7.mat,0.07359584
1_8.mat,0.07351295
1_9.mat,0.07346977
1_10.mat,0.07358532
1_11.mat,0.07392991
1_12.mat,0.07337554
1_13.mat,0.07368986
1_14.mat,0.07376567
1_15.mat,0.07335071
1_16.mat,0.07346718
1_17.mat,0.07340325
1_18.mat,0.07350393
1_19.mat,0.07360589
1_20.mat,0.07368816
1_21.mat,0.07367282
1_22.mat,0.07334266
1_23.mat,0.07402521
1_24.mat,0.07348308
1_25.mat,0.07367893
1_26.mat,0.07364280
1_27.mat,0.07347625
1_28.mat,0.07344057
1_29.mat,0.07391500
1_30.mat,0.07362098
1_31.mat,0.07362331
1_32.mat,0.07392808
1_33.mat,0.07372742
1_34.mat,0.07361311
1_35.mat,0.07337272
1_36.mat,0.07339641
1_37.mat,0.07369585
1_38.mat,0.07341773
1_39.mat,0.07362843
1_40.mat,0.07357790
1_41.mat,0.07349762
1_42.mat,0.07351376
1_43.mat,0.07341249
1_44.mat,0.07355704
1_45.mat,0.07357269
1_46.mat,0.07374841
1_47.mat,0.07347661
1_48.mat,0.07377661
1_49.mat,0.07352346
1_50.mat,0.07352033
1_51.mat,0.07412584
1_52.mat,0.07349828
1_53.mat,0.07350493
1_54.mat,0.07350913
1_55.mat,0.07374093
1_56.mat,0.07352132
1_57.mat,0.07381551
1_58.mat,0.07355540
1_59.mat,0.07333820
1_60.mat,0.07349588
1_61.mat,0.07405622
1_62.mat,0.07360235
1_63.mat,0.07411755
1_64.mat,0.07349857
1_65.mat,0.07333720
1_66.mat,0.07368615
1_67.mat,0.07341665
1_68.mat,0.07368221
1_69.mat,0.07340845
1_70.mat,0.07339321
1_71.mat,0.07408259
1_72.mat,0.07395972
1_73.mat,0.07392090
1_74.mat,0.07362538
1_75.mat,0.07352774
1_76.mat,0.07405487
1_77.mat,0.07338052
1_78.mat,0.07331941
1_79.mat,0.07358909
1_80.mat,0.07340625
1_81.mat,0.07364041
1_82.mat,0.07353684
1_83.mat,0.07359616
1_84.mat,0.07382994
1_85.mat,0.07336023
1_86.mat,0.07457082
1_87.mat,0.07357746
1_88.mat,0.07367482
1_89.mat,0.07405093
1_90.mat,0.07364152
1_91.mat,0.07358824
1_92.mat,0.07333130
1_93.mat,0.07350015
1_94.mat,0.07361681
1_95.mat,0.07371914
1_96.mat,0.07343359
1_97.mat,0.07989972
1_98.mat,0.07346169
1_99.mat,0.07331526
1_100.mat,0.07365035
1_101.mat,0.07375266
1_102.mat,0.07357153
1_103.mat,0.07354415
1_104.mat,0.07382829
1_105.mat,0.07364173
1_106.mat,0.07346950
1_107.mat,0.07399179
1_108.mat,0.07406076
1_109.mat,0.07415725
1_110.mat,0.07989972
1_111.mat,0.07356617
1_112.mat,0.07353449
1_113.mat,0.07338927
1_114.mat,0.07336368
1_115.mat,0.07386466
1_116.mat,0.07410216
1_117.mat,0.07355157
1_118.mat,0.07395897
1_119.mat,0.07332442
1_120.mat,0.07395577
1_121.mat,0.07337644
1_122.mat,0.07341807
1_123.mat,0.07390220
1_124.mat,0.07387024
1_125.mat,0.07333589
1_126.mat,0.07388921
1_127.mat,0.07370732
1_128.mat,0.07346649
1_129.mat,0.07351195
1_130.mat,0.07380787
1_131.mat,0.07373805
1_132.mat,0.07989972
1_133.mat,0.07337800
1_134.mat,0.07374319
1_135.mat,0.07339256
1_136.mat,0.07405780
1_137.mat,0.07357019
1_138.mat,0.07354745
1_139.mat,0.07356496
1_140.mat,0.07364195
1_141.mat,0.07362347
1_142.mat,0.07383267
1_143.mat,0.07364066
1_144.mat,0.07383833
1_145.mat,0.07386227
1_146.mat,0.07358950
1_147.mat,0.07345942
1_148.mat,0.07362108
1_149.mat,0.07359362
1_150.mat,0.07385828
1_151.mat,0.07378535
1_152.mat,0.07374312
1_153.mat,0.07368688
1_154.mat,0.07340002
1_155.mat,0.07989972
1_156.mat,0.07353319
1_157.mat,0.07404267
1_158.mat,0.07345404
1_159.mat,0.07391404
1_160.mat,0.07344204
1_161.mat,0.07343414
1_162.mat,0.07379232
1_163.mat,0.07366262
1_164.mat,0.07354893
1_165.mat,0.07372954
1_166.mat,0.07374837
1_167.mat,0.07333304
1_168.mat,0.07345773
1_169.mat,0.07366333
1_170.mat,0.07353370
1_171.mat,0.07338089
1_172.mat,0.07373814
1_173.mat,0.07342186
1_174.mat,0.07346669
1_175.mat,0.07373548
1_176.mat,0.07334039
1_177.mat,0.07404175
1_178.mat,0.07405321
1_179.mat,0.07369411
1_180.mat,0.07378848
1_181.mat,0.07363468
1_182.mat,0.07364117
1_183.mat,0.07365099
1_184.mat,0.07395361
1_185.mat,0.07385008
1_186.mat,0.07339796
1_187.mat,0.07351273
1_188.mat,0.07338329
1_189.mat,0.07343037
1_190.mat,0.07369041
1_191.mat,0.07346718
1_192.mat,0.07388888
1_193.mat,0.07389943
1_194.mat,0.07344751
1_195.mat,0.07363029
1_196.mat,0.07383499
1_197.mat,0.07367948
1_198.mat,0.07334775
1_199.mat,0.07384266
1_200.mat,0.07381876
1_201.mat,0.07360110
1_202.mat,0.07335029
1_203.mat,0.07349165
1_204.mat,0.07384802
1_205.mat,0.07346716
1_206.mat,0.07353573
1_207.mat,0.07334082
1_208.mat,0.07335674
1_209.mat,0.07373084
1_210.mat,0.07334614
1_211.mat,0.07989972
1_212.mat,0.07367314
1_213.mat,0.07348866
1_214.mat,0.07381543
1_215.mat,0.07343126
1_216.mat,0.07347058
1_217.mat,0.07346743
1_218.mat,0.07342316
1_219.mat,0.07355067
1_220.mat,0.07364470
1_221.mat,0.07404801
1_222.mat,0.07389097
1_223.mat,0.07361503
1_224.mat,0.07387595
1_225.mat,0.07339738
1_226.mat,0.07378954
1_227.mat,0.07353966
1_228.mat,0.07361826
1_229.mat,0.07344495
1_230.mat,0.07365162
1_231.mat,0.07357817
1_232.mat,0.07369237
1_233.mat,0.07350943
1_234.mat,0.07989972
1_235.mat,0.07356793
1_236.mat,0.07332844
1_237.mat,0.07363412
1_238.mat,0.07369560
1_239.mat,0.07367075
1_240.mat,0.07353427
1_241.mat,0.07367016
1_242.mat,0.07375568
1_243.mat,0.07346258
1_244.mat,0.07341848
1_245.mat,0.07370335
1_246.mat,0.07355902
1_247.mat,0.07449044
1_248.mat,0.07351449
1_249.mat,0.07363412
1_250.mat,0.07374265
1_251.mat,0.07354175
1_252.mat,0.07989972
1_253.mat,0.07376788
1_254.mat,0.07359926
1_255.mat,0.07341013
1_256.mat,0.07394283
1_257.mat,0.07355883
1_258.mat,0.07989972
1_259.mat,0.07347108
1_260.mat,0.07334934
1_261.mat,0.07358652
1_262.mat,0.07350322
1_263.mat,0.07327192
1_264.mat,0.07345737
1_265.mat,0.07346088
1_266.mat,0.07344720
1_267.mat,0.07390422
1_268.mat,0.07335599
1_269.mat,0.07341210
1_270.mat,0.07363213
1_271.mat,0.07347224
1_272.mat,0.07344268
1_273.mat,0.07362834
1_274.mat,0.07337897
1_275.mat,0.07355537
1_276.mat,0.07364715
1_277.mat,0.07353913
1_278.mat,0.07373342
1_279.mat,0.07357755
1_280.mat,0.07392622
1_281.mat,0.07356526
1_282.mat,0.07345010
1_283.mat,0.07342619
1_284.mat,0.07357218
1_285.mat,0.07395374
1_286.mat,0.07344190
1_287.mat,0.07393398
1_288.mat,0.07343190
1_289.mat,0.07380985
1_290.mat,0.07396533
1_291.mat,0.07401551
1_292.mat,0.07382116
1_293.mat,0.07393403
1_294.mat,0.07989972
1_295.mat,0.07340694
1_296.mat,0.07366841
1_297.mat,0.07359651
1_298.mat,0.07357328
1_299.mat,0.07354893
1_300.mat,0.07348957
1_301.mat,0.07396269
1_302.mat,0.07339945
1_303.mat,0.07339197
1_304.mat,0.07382062
1_305.mat,0.07371958
1_306.mat,0.07353689
1_307.mat,0.07360290
1_308.mat,0.07335541
1_309.mat,0.07337937
1_310.mat,0.07406030
1_311.mat,0.07341851
1_312.mat,0.07343379
1_313.mat,0.07382165
1_314.mat,0.07407260
1_315.mat,0.07405467
1_316.mat,0.07343307
1_317.mat,0.07342820
1_318.mat,0.07371263
1_319.mat,0.07336771
1_320.mat,0.07374162
1_321.mat,0.07358786
1_322.mat,0.07402246
1_323.mat,0.07360274
1_324.mat,0.07370490
1_325.mat,0.07375544
1_326.mat,0.07368866
1_327.mat,0.07348737
1_328.mat,0.07356230
1_329.mat,0.07371689
1_330.mat,0.07398831
1_331.mat,0.07388963
1_332.mat,0.07381638
1_333.mat,0.07342649
1_334.mat,0.07339441
1_335.mat,0.07336204
1_336.mat,0.07362035
1_337.mat,0.07348064
1_338.mat,0.07337382
1_339.mat,0.07348417
1_340.mat,0.07356758
1_341.mat,0.07370708
1_342.mat,0.07359080
1_343.mat,0.07366408
1_344.mat,0.07338098
1_345.mat,0.07346378
1_346.mat,0.07351501
1_347.mat,0.07419558
1_348.mat,0.07397369
1_349.mat,0.07344124
1_350.mat,0.07356968
1_351.mat,0.07355843
1_352.mat,0.07358698
1_353.mat,0.07332653
1_354.mat,0.07371401
1_355.mat,0.07367100
1_356.mat,0.07365352
1_357.mat,0.07371229
1_358.mat,0.07358047
1_359.mat,0.07353821
1_360.mat,0.07364313
1_361.mat,0.07344141
1_362.mat,0.07385989
1_363.mat,0.07387128
1_364.mat,0.07352562
1_365.mat,0.07405018
1_366.mat,0.07394420
1_367.mat,0.07399618
1_368.mat,0.07393251
1_369.mat,0.07385109
1_370.mat,0.07341123
1_371.mat,0.07358046
1_372.mat,0.07412174
1_373.mat,0.07337213
1_374.mat,0.07370512
1_375.mat,0.07360390
1_376.mat,0.07338992
1_377.mat,0.07344404
1_378.mat,0.07346208
1_379.mat,0.07361597
1_380.mat,0.07381610
1_381.mat,0.07385928
1_382.mat,0.07354335
1_383.mat,0.07344394
1_384.mat,0.07384212
1_385.mat,0.07399274
1_386.mat,0.07372010
1_387.mat,0.07365000
1_388.mat,0.07348052
1_389.mat,0.07407244
1_390.mat,0.07347733
1_391.mat,0.07362843
1_392.mat,0.07410675
1_393.mat,0.07346090
1_394.mat,0.07338463
1_395.mat,0.07359225
1_396.mat,0.07343590
1_397.mat,0.07400194
1_398.mat,0.07377969
1_399.mat,0.07396227
1_400.mat,0.07383711
1_401.mat,0.07339340
1_402.mat,0.07344381
1_403.mat,0.07354589
1_404.mat,0.07354107
1_405.mat,0.07353064
1_406.mat,0.07337593
1_407.mat,0.07353912
1_408.mat,0.07356232
1_409.mat,0.07356924
1_410.mat,0.07384057
1_411.mat,0.07335033
1_412.mat,0.07394063
1_413.mat,0.07364284
1_414.mat,0.07343261
1_415.mat,0.07407325
1_416.mat,0.07337099
1_417.mat,0.07365405
1_418.mat,0.07400750
1_419.mat,0.07354365
1_420.mat,0.07364677
1_421.mat,0.07399605
1_422.mat,0.07356493
1_423.mat,0.07358980
1_424.mat,0.07347640
1_425.mat,0.07353213
1_426.mat,0.07382411
1_427.mat,0.07346822
1_428.mat,0.07350986
1_429.mat,0.07366364
1_430.mat,0.07365087
1_431.mat,0.07354544
1_432.mat,0.07387403
1_433.mat,0.07366227
1_434.mat,0.07394038
1_435.mat,0.07369374
1_436.mat,0.07376561
1_437.mat,0.07388505
1_438.mat,0.07354792
1_439.mat,0.07345368
1_440.mat,0.07346334
1_441.mat,0.07393202
1_442.mat,0.07374664
1_443.mat,0.07348141
1_444.mat,0.07366587
1_445.mat,0.07346828
1_446.mat,0.07516603
1_447.mat,0.07365970
1_448.mat,0.07339523
1_449.mat,0.07395672
1_450.mat,0.07342687
1_451.mat,0.07349561
1_452.mat,0.07351799
1_453.mat,0.07355230
1_454.mat,0.07387485
1_455.mat,0.07400454
1_456.mat,0.07342091
1_457.mat,0.07360825
1_458.mat,0.07351370
1_459.mat,0.07339944
1_460.mat,0.07361915
1_461.mat,0.07348582
1_462.mat,0.07337382
1_463.mat,0.07415619
1_464.mat,0.07344972
1_465.mat,0.07388515
1_466.mat,0.07360338
1_467.mat,0.07371250
1_468.mat,0.07358589
1_469.mat,0.07337704
1_470.mat,0.07363412
1_471.mat,0.07402352
1_472.mat,0.07362377
1_473.mat,0.07349675
1_474.mat,0.07382237
1_475.mat,0.07353289
1_476.mat,0.07349215
1_477.mat,0.07389984
1_478.mat,0.07402486
1_479.mat,0.07343758
1_480.mat,0.07371323
1_481.mat,0.07338578
1_482.mat,0.07346646
1_483.mat,0.07354115
1_484.mat,0.07399821
1_485.mat,0.07370284
1_486.mat,0.07399304
1_487.mat,0.07377739
1_488.mat,0.07352085
1_489.mat,0.07341938
1_490.mat,0.07347025
1_491.mat,0.07352728
1_492.mat,0.07342049
1_493.mat,0.07372493
1_494.mat,0.07389243
1_495.mat,0.07350083
1_496.mat,0.07366141
1_497.mat,0.07431684
1_498.mat,0.07405312
1_499.mat,0.07357576
1_500.mat,0.07375290
1_501.mat,0.07334332
1_502.mat,0.07333229
1_503.mat,0.07388497
1_504.mat,0.07358121
1_505.mat,0.07377830
1_506.mat,0.07363331
1_507.mat,0.07394274
1_508.mat,0.07402395
1_509.mat,0.07393388
1_510.mat,0.07347501
1_511.mat,0.07382094
1_512.mat,0.07341195
1_513.mat,0.07356669
1_514.mat,0.07363790
1_515.mat,0.07356407
1_516.mat,0.07346617
1_517.mat,0.07349203
1_518.mat,0.07400832
1_519.mat,0.07358352
1_520.mat,0.07324278
1_521.mat,0.07353907
1_522.mat,0.07404932
1_523.mat,0.07989972
